,Rshift,20241219_140853_731
0,-27.28431624923972,-3.4783854166662422
1,-24.137810440559743,-0.9679687499992724
2,-20.992855305911224,16.740364583333758
3,-17.849449699264277,1.7507812500007276
4,-14.709577990190768,18.448697916666788
5,-11.570259296931825,35.31328125000073
6,-8.432485724277697,19.469531250000728
7,-5.297247424298958,42.76119791666679
8,-2.163550990117585,7.177864583333758
9,0.9686047153885033,-19.853385416666242
10,4.098230996806874,0.33411458333375776
11,7.226319793020991,-5.322135416666242
12,10.351883377225125,16.459114583333758
13,13.47690108550667,-28.915885416666242
14,16.599396813964887,15.042447916666788
15,19.71937314585023,64.61536458333376
16,22.838806501711186,211.78203125000073
17,25.95572368194708,252.03203125000073
18,29.070127261761424,220.65703125000073
19,32.18399075351902,205.83411458333376
20,35.29534385461391,194.33411458333376
21,38.40517363784589,158.28203125000073
22,41.51249719788232,155.1049479166668
23,44.61928418112446,164.3861979166668
24,47.72258507542738,180.86536458333376
25,50.82535162225085,176.80286458333376
26,53.926601392168415,147.46953125000073
27,57.02437225535298,190.56328125000073
28,60.12063048208482,161.1049479166668
29,63.215377180019566,183.8861979166668
30,66.30959363994587,180.02161458333376
31,69.40034041471665,200.5424479166668
32,72.48860070466732,188.45911458333376
33,75.57731329740307,187.17786458333376
34,78.66256333475965,137.40703125000073
35,81.74631037256418,144.1361979166668
36,84.82855550884238,159.12578125000073
37,87.90929984055099,179.25078125000073
38,90.98756809333871,209.64661458333376
39,94.06433868236475,145.77161458333376
40,97.1405881209893,155.21953125000073
41,100.21339123894579,204.9799479166668
42,103.28470091617095,162.75078125000073
43,106.35354424187857,155.15703125000073
44,109.42187077517436,169.21953125000073
45,112.48676102238159,179.6049479166668
46,115.55113664681949,121.03203125000073
47,118.61402520538982,229.18828125000073
48,121.67445614213274,174.7611979166668
49,124.73243195142234,186.89661458333376
50,127.78989651750489,197.7924479166668
51,130.84490905385366,179.2611979166668
52,133.89844180364437,204.36536458333376
53,136.94952655484522,189.71953125000073
54,139.9991346065499,224.7924479166668
55,143.04726703056593,223.1674479166668
56,146.09295701676533,225.87578125000073
57,149.13717445172796,231.81328125000073
58,152.18088734856704,154.3549479166668
59,155.22216241584337,221.77161458333376
60,158.26003610937104,218.08411458333376
61,161.29740892735327,198.6361979166668
62,164.33331545412594,242.37578125000073
63,167.36679213777288,234.34453125000073
64,170.39880558285302,231.24036458333376
65,173.42839316438452,226.1986979166668
66,176.45652055224213,216.95911458333376
67,179.48318880184246,270.0320312500007
68,182.50936125878457,250.1986979166668
69,185.532152102855,267.1882812500007
70,188.5525265301561,275.9799479166668
71,191.57336968606344,263.70911458333376
72,194.59083808475233,242.09453125000073
73,197.60685550341933,323.2820312500007
74,200.6195039541193,286.5007812500007
75,203.6335825290436,285.3757812500007
76,206.64429514705586,272.14661458333376
77,209.6516456142998,282.9382812500007
78,212.66042610825713,295.5007812500007
79,215.66584745221635,304.7195312500007
80,218.6688701982906,310.2820312500007
81,221.6704530579928,284.3236979166668
82,224.67155290628202,339.8445312500007
83,227.67025864025692,314.7507812500007
84,230.66561774334488,316.6986979166668
85,233.66145185846995,302.45911458333376
86,236.65489724395556,331.8861979166668
87,239.64595629990657,346.45911458333376
88,242.63558452041616,289.83411458333376
89,245.62378293194837,376.0320312500007
90,248.60960037381219,344.1986979166668
91,251.59399096676356,402.99036458333376
92,254.57695573333737,331.1882812500007
93,257.5584956950971,324.08411458333376
94,260.5367111357406,363.08411458333376
95,263.51445554100974,363.9799479166668
96,266.4907791062013,384.5945312500007
97,269.4647338389515,433.2299479166668
98,272.4372706690054,490.89661458333376
99,275.40839061015055,634.9903645833338
100,278.3771470222574,837.1570312500007
101,281.34354227106166,1104.8549479166668
102,284.3104189718883,1537.7716145833338
103,287.27304392780604,2055.1257812500007
104,290.2342597498509,2581.5320312500007
105,293.19501284369574,3110.167447916667
106,296.15435791399693,3602.4070312500007
107,299.11135146313717,4065.104947916667
108,302.06599584060206,4335.146614583334
109,305.020180602477,4602.042447916667
110,307.97107593352354,4752.115364583334
111,310.9205709374285,4845.948697916667
112,313.8696088729118,4867.396614583334
113,316.81630576431763,4883.771614583334
114,319.7616053156739,4898.917447916667
115,322.70362667554014,4870.729947916666
116,325.6461354188213,5032.271614583334
117,328.5863097684562,5055.073697916666
118,331.5232124643944,5265.417447916667
119,334.4596645888623,5355.115364583334
120,337.3956657948935,5401.386197916666
121,340.32746272332156,5694.302864583334
122,343.2588115920873,5785.62578125
123,346.18877468724133,5873.71953125
124,349.1164160675589,6012.667447916666
125,352.0426745233984,6201.792447916666
126,354.9666149953233,6388.12578125
127,357.89011098210506,6587.490364583333
128,360.810356668617,6892.37578125
129,363.730159822777,7446.104947916666
130,366.64858582226634,7994.71953125
131,369.5647018076031,8646.771614583333
132,372.47851007211335,9362.417447916665
133,375.3909458601356,6910.115364583333
134,378.3020101411441,9278.927864583333
135,381.2107718077643,8288.354947916665
136,384.1190964182033,7620.729947916666
137,387.0260524242806,6975.615364583333
138,389.92977926968416,6670.573697916666
139,392.8321411918916,6434.917447916666
140,395.73313915306505,6260.09453125
141,398.63277411446904,6181.500781250001
142,401.53011802317604,6173.052864583333
143,404.42610172424645,6094.354947916666
144,407.32072617531486,6114.104947916667
145,410.21306462703984,6023.532031250001
146,413.10404661153893,5778.771614583333
147,415.99274624637286,5928.677864583334
148,418.88101859200884,5901.542447916666
149,421.7670113614339,5727.25078125
150,424.6507268069978,5944.677864583334
151,427.534017380677,5912.427864583334
152,430.4150333946642,5917.011197916667
153,433.29377709457617,5879.844531250001
154,436.171174526634,5826.448697916666
155,439.0481500067328,5803.084114583333
156,441.9219343629885,5852.167447916667
157,444.7943761439507,5786.386197916667
158,447.6663983684335,5767.427864583334
159,450.53615738925754,5732.698697916667
160,453.4036554368587,5659.854947916666
161,456.2698155263778,5681.511197916667
162,459.13371823570486,5602.115364583334
163,461.99720564598897,5493.584114583334
164,464.85751890297826,5445.042447916667
165,467.71741872718127,5439.813281250001
166,470.57598612114396,5461.282031250001
167,473.4313855832414,5494.136197916667
168,476.28729176382114,5553.427864583334
169,479.1400335802938,5480.938281250001
170,481.9905314565158,5450.834114583334
171,484.84062061516414,5319.407031250001
172,487.68846853613957,5127.427864583334
173,490.5359087351512,4844.021614583334
174,493.3792799303744,4410.146614583334
175,496.22407571145703,4337.677864583334
176,499.06480688058537,4086.8653645833338
177,501.90513400978284,3810.3341145833338
178,504.742316141402,3675.479947916667
179,507.58092228765565,3496.3653645833338
180,510.41547342909644,3321.7716145833338
181,513.2477988173791,3154.3757812500007
182,516.0815480007475,3087.104947916667
183,518.9103381523065,2979.5528645833338
184,521.7387302367048,2952.511197916667
185,524.5667238977102,2846.3653645833338
186,527.3915883150893,2832.6466145833338
187,530.2151463911312,2755.979947916667
188,533.0383083453657,2645.604947916667
189,535.8592560354984,2684.0007812500007
190,538.6770831531306,2614.4591145833338
191,541.4945172807625,2582.417447916667
192,544.3106504268214,2510.1257812500007
193,547.1254834922145,2532.2195312500007
194,549.9372037825524,2512.4591145833338
195,552.7476274645466,2470.4278645833338
196,555.557661396232,2430.542447916667
197,558.3654941332069,2396.6778645833338
198,561.1711278231132,2413.604947916667
199,563.9763740302524,2353.698697916667
200,566.7785195179079,2351.5216145833338
201,569.5802793070004,2329.386197916667
