,Rshift,20241219_152256_635
0,-27.28431624923972,14.940833333333103
1,-24.137810440559743,6.940833333333103
2,-20.992855305911224,-7.9924999999993815
3,-17.849449699264277,-6.325833333333321
4,-14.709577990190768,15.599166666665951
5,-11.570259296931825,11.440833333333103
6,-8.432485724277697,-4.025833333334049
7,-5.297247424298958,5.832500000000437
8,-2.163550990117585,36.240833333333285
9,0.9686047153885033,57.26583333333292
10,4.098230996806874,46.490833333333285
11,7.226319793020991,40.66583333333347
12,10.351883377225125,-4.467499999999745
13,13.47690108550667,-7.2424999999993815
14,16.599396813964887,-1.8258333333333212
15,19.71937314585023,48.38250000000062
16,22.838806501711186,172.79916666666668
17,25.95572368194708,229.33250000000044
18,29.070127261761424,216.95750000000044
19,32.18399075351902,212.45750000000044
20,35.29534385461391,198.79916666666668
21,38.40517363784589,167.38250000000062
22,41.51249719788232,189.32416666666631
23,44.61928418112446,172.1908333333331
24,47.72258507542738,157.64916666666613
25,50.82535162225085,154.45750000000044
26,53.926601392168415,149.48250000000007
27,57.02437225535298,148.59083333333365
28,60.12063048208482,131.35750000000007
29,63.215377180019566,168.95750000000044
30,66.30959363994587,143.00750000000062
31,69.40034041471665,181.73250000000007
32,72.48860070466732,209.4991666666665
33,75.57731329740307,157.83250000000044
34,78.66256333475965,149.84083333333365
35,81.74631037256418,164.97416666666595
36,84.82855550884238,119.51583333333292
37,87.90929984055099,153.60750000000007
38,90.98756809333871,160.16583333333347
39,94.06433868236475,168.5658333333331
40,97.1405881209893,164.48250000000007
41,100.21339123894579,197.41583333333347
42,103.28470091617095,160.6241666666665
43,106.35354424187857,170.19916666666631
44,109.42187077517436,176.95750000000044
45,112.48676102238159,146.09916666666595
46,115.55113664681949,160.92416666666668
47,118.61402520538982,168.77416666666613
48,121.67445614213274,141.69916666666631
49,124.73243195142234,168.01583333333292
50,127.78989651750489,145.1241666666665
51,130.84490905385366,155.6824999999999
52,133.89844180364437,184.10750000000007
53,136.94952655484522,167.58250000000044
54,139.9991346065499,149.2491666666665
55,143.04726703056593,167.91583333333347
56,146.09295701676533,175.28250000000025
57,149.13717445172796,157.29916666666668
58,152.18088734856704,196.67416666666668
59,155.22216241584337,222.82416666666631
