,Rshift,20241219_161004_063
0,-27.28431624923972,-16.529374999999618
1,-24.137810440559743,6.7956250000002
2,-20.992855305911224,8.895624999999654
3,-17.849449699264277,15.978958333332685
4,-14.709577990190768,4.25395833333323
5,-11.570259296931825,-0.6127083333335577
6,-8.432485724277697,-24.21270833333392
7,-5.297247424298958,-3.529374999999618
8,-2.163550990117585,20.678958333333412
9,0.9686047153885033,7.6706250000002
10,4.098230996806874,0.07062499999983629
11,7.226319793020991,4.2956250000002
12,10.351883377225125,30.987291666665897
13,13.47690108550667,18.937291666665715
14,16.599396813964887,-10.437708333334285
15,19.71937314585023,23.095625000000382
16,22.838806501711186,204.19562499999984
17,25.95572368194708,216.72062500000038
18,29.070127261761424,231.07062499999984
19,32.18399075351902,201.77062499999965
20,35.29534385461391,175.33729166666626
21,38.40517363784589,155.3622916666659
22,41.51249719788232,167.84562500000038
23,44.61928418112446,155.07895833333305
24,47.72258507542738,132.38729166666644
25,50.82535162225085,157.6789583333334
26,53.926601392168415,129.4289583333334
27,57.02437225535298,158.46229166666626
28,60.12063048208482,135.77895833333287
29,63.215377180019566,134.02062499999965
30,66.30959363994587,134.49562500000002
31,69.40034041471665,156.6706250000002
32,72.48860070466732,191.35395833333268
33,75.57731329740307,149.70395833333305
34,78.66256333475965,119.40395833333287
35,81.74631037256418,134.58729166666626
36,84.82855550884238,180.20395833333305
37,87.90929984055099,185.07895833333305
38,90.98756809333871,153.21229166666626
39,94.06433868236475,155.62895833333323
40,97.1405881209893,160.12895833333323
41,100.21339123894579,159.96229166666626
42,103.28470091617095,147.35395833333268
43,106.35354424187857,134.12895833333323
44,109.42187077517436,189.6122916666659
45,112.48676102238159,191.71229166666626
46,115.55113664681949,175.91229166666608
47,118.61402520538982,150.85395833333268
48,121.67445614213274,155.25395833333323
49,124.73243195142234,127.6122916666659
50,127.78989651750489,175.93729166666571
51,130.84490905385366,143.4289583333334
52,133.89844180364437,143.00395833333323
53,136.94952655484522,158.96229166666626
54,139.9991346065499,184.72062500000038
55,143.04726703056593,165.96229166666626
56,146.09295701676533,170.43729166666571
57,149.13717445172796,167.87062500000002
58,152.18088734856704,150.75395833333323
59,155.22216241584337,168.64562499999965
60,158.26003610937104,227.6789583333334
61,161.29740892735327,163.77895833333287
62,164.33331545412594,184.70395833333305
63,167.36679213777288,172.60395833333268
64,170.39880558285302,174.77895833333287
65,173.42839316438452,201.13729166666644
66,176.45652055224213,227.08729166666626
67,179.48318880184246,186.59562500000038
68,182.50936125878457,215.40395833333287
69,185.532152102855,255.69562499999984
70,188.5525265301561,191.21229166666626
71,191.57336968606344,235.93729166666571
72,194.59083808475233,220.82062499999984
73,197.60685550341933,242.22895833333268
74,200.6195039541193,241.32895833333305
