,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,2.044,0.0,0.0,1.18,-37.0,-44.116,-93.508
1,3.416,67252.87,5085.71,0.09,45.957,51.947,86.802
2,3.576,22579133.03,1222225.3,0.37,97.664,79.808,64.139
3,4.592,86634.48,4975.48,0.16,48.182,73.474,73.486
