,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,2.888,1279204.42,32982.42,1.15,30.701,40.408,69.92
1,3.872,16595.26,661.9,0.24,24.145,28.121,70.769
2,4.504,31391.54,921.86,0.26,25.725,29.289,72.283
3,4.832,36051167.51,1506901.46,0.46,57.726,52.204,99.67
4,5.464,30938.22,2473.88,0.13,28.217,30.878,77.114
