,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,2.048,0.0,0.0,1.18,-37.086,-44.274,-93.231
1,3.408,17051.93,1376.33,0.09,7.869,26.932,50.456
2,3.568,12474773.61,774930.46,0.29,93.155,80.244,70.517
3,4.588,61231.62,2077.31,0.31,7.307,35.82,45.592
