,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,2.896,1206877.97,27423.87,1.18,32.299,42.678,73.678
1,3.428,54464.08,3805.32,0.1,40.096,44.407,82.564
2,3.572,23790657.68,1251632.24,0.34,98.016,79.406,63.45
3,4.584,392020.82,25279.17,0.22,71.447,96.054,70.075
4,5.452,83992.08,5473.17,0.16,31.268,35.82,82.304
