,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,2.892,1070693.07,26119.86,1.16,35.559,43.912,77.008
1,3.856,18452.51,644.32,0.25,31.053,30.949,75.163
2,4.524,34174.68,993.61,0.32,31.703,31.571,76.127
3,4.832,24159602.91,1250048.47,0.32,47.998,49.73,97.336
