,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,2.892,1155391.04,28421.94,1.17,34.728,42.871,76.015
1,3.412,111708.48,8028.77,0.1,55.761,53.558,92.051
2,3.576,27248067.63,1402271.24,0.35,100.0,72.258,54.609
3,4.588,109518.11,6573.03,0.16,60.354,74.457,83.348
4,5.024,15772.32,1376.25,0.13,37.099,35.191,77.984
