,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,2.888,1275657.74,31611.83,1.18,25.183,36.451,60.582
1,3.856,18345.87,709.5,0.34,11.843,22.798,61.172
2,4.472,33625.17,956.73,0.26,14.975,24.26,64.787
3,4.836,32887318.0,1448832.02,0.43,54.363,51.188,99.999
4,5.468,23480.81,1700.31,0.13,20.286,26.409,70.886
