,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,2.912,549167.82,13633.89,1.04,26.34,41.711,70.243
1,3.428,12878.41,1097.61,0.1,24.767,33.908,68.952
2,3.576,13279874.96,802955.27,0.34,93.404,80.287,70.511
3,4.588,214263.81,11300.07,0.2,65.565,89.154,76.474
4,5.464,39132.9,2470.45,0.14,21.533,28.476,72.396
