,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,2.044,0.0,0.0,1.18,-36.626,-44.116,-92.824
1,3.856,19459.85,713.1,0.25,33.533,31.369,76.503
2,4.08,0.0,0.0,0.18,19.087,11.108,45.18
3,4.524,39698.51,1045.26,0.26,33.453,31.587,76.974
4,4.84,12808618.14,813927.18,0.3,41.815,46.94,89.509
