,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,3.392,15220.36,611.75,0.3,44.643,53.689,89.075
1,3.628,19122.04,1351.42,0.19,59.72,52.55,96.558
2,4.588,1219357.92,77687.79,0.56,72.322,98.203,62.471
3,4.808,1245.98,110.98,0.09,42.409,47.438,92.34
4,5.244,1534.45,117.35,0.14,36.0,45.154,88.4
5,5.54,2180.35,143.75,0.14,34.675,44.961,87.703
