,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,3.392,128347.8,4903.67,0.4,65.911,73.572,86.169
1,3.632,86248.25,5994.54,0.17,62.609,51.891,93.104
2,4.588,9161455.49,596392.04,0.59,72.547,99.751,55.272
3,4.812,3341.34,350.58,0.08,56.519,52.561,95.469
4,5.244,7573.77,649.4,0.14,41.009,49.25,88.377
5,5.976,18348.62,936.27,0.24,47.033,54.022,88.785
