,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,3.388,188507.76,7156.1,0.39,70.053,76.2,87.365
1,3.628,105316.06,7395.43,0.17,62.892,51.729,92.884
2,4.588,13312733.36,874529.11,0.59,72.342,99.997,51.783
3,4.812,3747.22,400.41,0.08,59.883,53.033,97.007
4,5.24,10588.04,901.62,0.15,44.893,51.081,91.539
5,5.976,26227.82,1352.22,0.2,52.892,57.236,91.795
