,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,3.388,54600.64,2087.79,0.39,59.863,65.549,93.277
1,3.628,49759.66,3498.51,0.17,61.99,51.833,94.198
2,4.584,3831868.26,245432.55,0.58,72.459,99.048,59.177
3,4.808,2218.89,214.85,0.08,52.985,50.847,97.813
4,5.24,3551.92,301.7,0.12,42.628,48.38,93.546
5,5.976,6722.81,357.83,0.17,45.035,50.006,94.198
