,peak_rt,integral,peak_height,peak_width,Product,SM,TMB
0,2.84,330.12,11.31,0.24,-37.9,-44.295,-93.217
1,3.84,371.84,17.97,0.13,28.606,40.975,82.709
2,4.836,443891.22,31023.96,0.4,54.292,51.222,99.998
